techs,demand_heatpump_E3B,demand_heatpump_E3C,demand_heatpump_E1A,demand_heatpump_E3B,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,VD_Lem
2019-09-11 02:00:00,1.56,0.43,2.26,3.67,2.42,0.42,1.86,2.84,3.37,3.31,3.31
2019-09-11 03:00:00,1.90,0.52,2.76,4.48,2.95,0.51,2.27,3.45,4.10,4.03,4.03
2019-09-11 04:00:00,1.64,0.45,2.37,3.86,2.54,0.44,1.96,2.97,3.53,3.47,3.47
2019-09-11 05:00:00,1.24,0.34,1.79,2.91,1.92,0.33,1.48,2.25,2.67,2.62,2.62
2019-09-11 06:00:00,1.12,0.31,1.63,2.65,1.74,0.30,1.34,2.04,2.42,2.38,2.38
2019-09-11 07:00:00,1.17,0.32,1.69,2.75,1.81,0.31,1.40,2.12,2.52,2.48,2.48
2019-09-11 08:00:00,1.06,0.29,1.53,2.49,1.64,0.28,1.26,1.92,2.28,2.24,2.24
2019-09-11 09:00:00,0.77,0.21,1.12,1.82,1.20,0.21,0.93,1.41,1.67,1.64,1.64
2019-09-11 10:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.39,2.11,2.50,2.46,2.46
2019-09-11 11:00:00,1.25,0.34,1.81,2.94,1.94,0.33,1.49,2.27,2.69,2.65,2.65
2019-09-11 12:00:00,1.20,0.33,1.73,2.82,1.86,0.32,1.43,2.17,2.58,2.54,2.54
2019-09-11 13:00:00,1.12,0.31,1.63,2.64,1.74,0.30,1.34,2.04,2.42,2.38,2.38
2019-09-11 14:00:00,1.23,0.34,1.79,2.91,1.92,0.33,1.48,2.24,2.67,2.62,2.62
2019-09-11 15:00:00,1.58,0.44,2.29,3.72,2.45,0.42,1.89,2.87,3.41,3.35,3.35
2019-09-11 16:00:00,2.02,0.56,2.93,4.75,3.13,0.54,2.41,3.67,4.36,4.28,4.28
2019-09-11 17:00:00,2.15,0.59,3.13,5.08,3.34,0.58,2.57,3.92,4.65,4.57,4.57
2019-09-11 18:00:00,1.99,0.55,2.89,4.69,3.09,0.53,2.38,3.62,4.30,4.23,4.23
2019-09-11 19:00:00,1.66,0.46,2.41,3.91,2.58,0.44,1.98,3.02,3.58,3.52,3.52
2019-09-11 20:00:00,1.09,0.30,1.59,2.58,1.70,0.29,1.31,1.99,2.36,2.32,2.32
2019-09-11 21:00:00,0.87,0.24,1.26,2.05,1.35,0.23,1.04,1.58,1.88,1.85,1.85
2019-09-11 22:00:00,1.07,0.29,1.55,2.51,1.66,0.29,1.28,1.94,2.30,2.27,2.27
2019-09-11 23:00:00,0.97,0.27,1.40,2.28,1.50,0.26,1.15,1.76,2.09,2.05,2.05
2019-09-12 00:00:00,1.40,0.39,2.03,3.30,2.17,0.37,1.67,2.54,3.02,2.97,2.97
2019-09-12 01:00:00,1.58,0.43,2.29,3.71,2.45,0.42,1.88,2.86,3.40,3.35,3.35
2019-09-12 02:00:00,1.59,0.44,2.30,3.74,2.46,0.42,1.90,2.88,3.43,3.37,3.37
2019-09-12 03:00:00,1.88,0.52,2.73,4.43,2.92,0.50,2.25,3.42,4.06,3.99,3.99
2019-09-12 04:00:00,1.48,0.41,2.15,3.49,2.30,0.40,1.77,2.70,3.20,3.15,3.15
2019-09-12 05:00:00,1.04,0.29,1.51,2.45,1.61,0.28,1.24,1.89,2.24,2.21,2.21
2019-09-12 06:00:00,0.82,0.23,1.18,1.92,1.27,0.22,0.98,1.48,1.76,1.73,1.73
2019-09-12 07:00:00,0.78,0.22,1.13,1.84,1.21,0.21,0.93,1.42,1.68,1.66,1.66
2019-09-12 08:00:00,0.71,0.20,1.03,1.68,1.10,0.19,0.85,1.29,1.54,1.51,1.51
2019-09-12 09:00:00,0.55,0.15,0.79,1.29,0.85,0.15,0.65,0.99,1.18,1.16,1.16
2019-09-12 10:00:00,0.90,0.25,1.31,2.13,1.40,0.24,1.08,1.64,1.95,1.92,1.92
2019-09-12 11:00:00,1.02,0.28,1.48,2.41,1.59,0.27,1.22,1.86,2.21,2.17,2.17
2019-09-12 12:00:00,1.00,0.28,1.45,2.36,1.55,0.27,1.20,1.82,2.16,2.12,2.12
2019-09-12 13:00:00,0.87,0.24,1.27,2.06,1.36,0.23,1.04,1.59,1.89,1.86,1.86
2019-09-12 14:00:00,0.96,0.27,1.39,2.26,1.49,0.26,1.15,1.75,2.07,2.04,2.04
2019-09-12 15:00:00,1.25,0.34,1.81,2.94,1.94,0.33,1.49,2.27,2.69,2.65,2.65
2019-09-12 16:00:00,1.57,0.43,2.28,3.71,2.44,0.42,1.88,2.86,3.40,3.34,3.34
2019-09-12 17:00:00,1.74,0.48,2.52,4.09,2.70,0.46,2.07,3.16,3.75,3.69,3.69
2019-09-12 18:00:00,1.66,0.46,2.40,3.90,2.57,0.44,1.98,3.01,3.58,3.52,3.52
2019-09-12 19:00:00,1.28,0.35,1.86,3.02,1.99,0.34,1.53,2.33,2.77,2.72,2.72
2019-09-12 20:00:00,0.75,0.21,1.09,1.76,1.16,0.20,0.89,1.36,1.62,1.59,1.59
2019-09-12 21:00:00,0.68,0.19,0.99,1.61,1.06,0.18,0.82,1.24,1.48,1.45,1.45
2019-09-12 22:00:00,0.84,0.23,1.21,1.97,1.30,0.22,1.00,1.52,1.81,1.78,1.78
2019-09-12 23:00:00,0.95,0.26,1.37,2.23,1.47,0.25,1.13,1.72,2.04,2.01,2.01
2019-09-13 00:00:00,1.84,0.51,2.67,4.34,2.86,0.49,2.20,3.35,3.98,3.91,3.91
2019-09-13 01:00:00,1.96,0.54,2.85,4.63,3.05,0.52,2.35,3.57,4.24,4.17,4.17
2019-09-13 02:00:00,1.76,0.48,2.55,4.14,2.73,0.47,2.10,3.19,3.79,3.73,3.73
2019-09-13 03:00:00,2.41,0.67,3.50,5.68,3.75,0.64,2.88,4.39,5.21,5.12,5.12
2019-09-13 04:00:00,2.56,0.71,3.72,6.04,3.98,0.68,3.06,4.66,5.53,5.44,5.44
2019-09-13 05:00:00,2.43,0.67,3.53,5.73,3.77,0.65,2.91,4.42,5.25,5.16,5.16
2019-09-13 06:00:00,2.38,0.66,3.46,5.62,3.70,0.64,2.85,4.33,5.15,5.06,5.06
2019-09-13 07:00:00,2.21,0.61,3.20,5.20,3.43,0.59,2.64,4.01,4.76,4.69,4.69
2019-09-13 08:00:00,2.01,0.55,2.92,4.74,3.12,0.54,2.40,3.66,4.34,4.27,4.27
2019-09-13 09:00:00,1.70,0.47,2.46,3.99,2.63,0.45,2.03,3.08,3.66,3.60,3.60
2019-09-13 10:00:00,1.84,0.51,2.67,4.34,2.86,0.49,2.20,3.35,3.98,3.91,3.91
2019-09-13 11:00:00,1.98,0.55,2.87,4.66,3.07,0.53,2.37,3.60,4.27,4.20,4.20
2019-09-13 12:00:00,1.87,0.52,2.71,4.40,2.90,0.50,2.23,3.40,4.04,3.97,3.97
2019-09-13 13:00:00,1.63,0.45,2.36,3.83,2.52,0.43,1.94,2.95,3.51,3.45,3.45
2019-09-13 14:00:00,1.59,0.44,2.31,3.76,2.48,0.43,1.91,2.90,3.44,3.39,3.39
2019-09-13 15:00:00,1.67,0.46,2.43,3.94,2.60,0.45,2.00,3.04,3.61,3.55,3.55
2019-09-13 16:00:00,1.77,0.49,2.57,4.17,2.75,0.47,2.12,3.22,3.82,3.76,3.76
2019-09-13 17:00:00,1.77,0.49,2.57,4.18,2.76,0.47,2.12,3.23,3.83,3.77,3.77
2019-09-13 18:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2019-09-13 19:00:00,1.27,0.35,1.84,2.99,1.97,0.34,1.51,2.30,2.74,2.69,2.69
2019-09-13 20:00:00,0.69,0.19,1.00,1.62,1.07,0.18,0.82,1.25,1.48,1.46,1.46
2019-09-13 21:00:00,0.64,0.18,0.93,1.52,1.00,0.17,0.77,1.17,1.39,1.37,1.37
2019-09-13 22:00:00,0.80,0.22,1.16,1.88,1.24,0.21,0.95,1.45,1.72,1.70,1.70
2019-09-13 23:00:00,0.94,0.26,1.36,2.21,1.45,0.25,1.12,1.70,2.02,1.99,1.99
2019-09-14 00:00:00,1.77,0.49,2.56,4.16,2.74,0.47,2.11,3.21,3.81,3.75,3.75
2019-09-14 01:00:00,1.85,0.51,2.69,4.37,2.88,0.50,2.22,3.37,4.00,3.94,3.94
2019-09-14 02:00:00,1.74,0.48,2.53,4.10,2.70,0.47,2.08,3.16,3.76,3.70,3.70
2019-09-14 03:00:00,2.34,0.64,3.39,5.51,3.63,0.62,2.79,4.25,5.04,4.96,4.96
2019-09-14 04:00:00,2.64,0.73,3.84,6.23,4.11,0.71,3.16,4.81,5.71,5.62,5.62
2019-09-14 05:00:00,2.53,0.70,3.66,5.95,3.92,0.67,3.02,4.59,5.45,5.36,5.36
2019-09-14 06:00:00,2.48,0.68,3.60,5.85,3.85,0.66,2.97,4.51,5.36,5.27,5.27
2019-09-14 07:00:00,2.30,0.63,3.33,5.41,3.57,0.61,2.75,4.18,4.96,4.88,4.88
2019-09-14 08:00:00,2.10,0.58,3.04,4.94,3.26,0.56,2.51,3.81,4.53,4.45,4.45
2019-09-14 09:00:00,1.78,0.49,2.58,4.20,2.76,0.48,2.13,3.24,3.84,3.78,3.78
2019-09-14 10:00:00,1.86,0.51,2.69,4.37,2.88,0.50,2.22,3.37,4.01,3.94,3.94
2019-09-14 11:00:00,2.02,0.56,2.93,4.75,3.13,0.54,2.41,3.67,4.36,4.28,4.28
2019-09-14 12:00:00,1.92,0.53,2.78,4.51,2.97,0.51,2.29,3.48,4.13,4.07,4.07
2019-09-14 13:00:00,1.67,0.46,2.42,3.93,2.59,0.45,2.00,3.03,3.60,3.54,3.54
2019-09-14 14:00:00,1.64,0.45,2.38,3.86,2.54,0.44,1.96,2.98,3.54,3.48,3.48
2019-09-14 15:00:00,1.71,0.47,2.49,4.04,2.66,0.46,2.05,3.12,3.70,3.64,3.64
2019-09-14 16:00:00,1.81,0.50,2.63,4.27,2.81,0.48,2.16,3.29,3.91,3.85,3.85
2019-09-14 17:00:00,1.81,0.50,2.63,4.27,2.82,0.48,2.17,3.30,3.92,3.85,3.85
2019-09-14 18:00:00,1.71,0.47,2.47,4.02,2.65,0.46,2.04,3.10,3.68,3.62,3.62
2019-09-14 19:00:00,1.29,0.35,1.86,3.03,2.00,0.34,1.54,2.34,2.77,2.73,2.73
2019-09-14 20:00:00,0.71,0.20,1.03,1.68,1.11,0.19,0.85,1.30,1.54,1.51,1.51
2019-09-14 21:00:00,0.67,0.18,0.97,1.57,1.03,0.18,0.80,1.21,1.44,1.41,1.41
2019-09-14 22:00:00,0.82,0.23,1.19,1.93,1.27,0.22,0.98,1.49,1.77,1.74,1.74
2019-09-14 23:00:00,0.96,0.26,1.39,2.26,1.49,0.26,1.15,1.74,2.07,2.04,2.04
2019-09-15 00:00:00,1.80,0.50,2.61,4.24,2.79,0.48,2.15,3.27,3.89,3.82,3.82
2019-09-15 01:00:00,1.89,0.52,2.74,4.45,2.93,0.50,2.26,3.43,4.08,4.01,4.01
2019-09-15 02:00:00,1.78,0.49,2.58,4.19,2.76,0.48,2.13,3.24,3.84,3.78,3.78
2019-09-15 03:00:00,2.39,0.66,3.47,5.63,3.71,0.64,2.86,4.34,5.16,5.07,5.07
2019-09-15 04:00:00,2.72,0.75,3.95,6.42,4.23,0.73,3.26,4.95,5.88,5.79,5.79
2019-09-15 05:00:00,2.62,0.72,3.80,6.17,4.06,0.70,3.13,4.76,5.65,5.56,5.56
2019-09-15 06:00:00,2.58,0.71,3.74,6.07,4.00,0.69,3.08,4.68,5.56,5.47,5.47
2019-09-15 07:00:00,2.39,0.66,3.46,5.62,3.70,0.64,2.85,4.34,5.15,5.07,5.07
2019-09-15 08:00:00,2.18,0.60,3.17,5.14,3.39,0.58,2.61,3.97,4.71,4.63,4.63
2019-09-15 09:00:00,1.87,0.51,2.71,4.40,2.90,0.50,2.23,3.39,4.03,3.96,3.96
2019-09-15 10:00:00,1.87,0.52,2.71,4.41,2.90,0.50,2.23,3.40,4.04,3.97,3.97
2019-09-15 11:00:00,2.06,0.57,2.98,4.84,3.19,0.55,2.46,3.74,4.44,4.36,4.36
2019-09-15 12:00:00,1.96,0.54,2.84,4.62,3.04,0.52,2.34,3.56,4.23,4.16,4.16
2019-09-15 13:00:00,1.71,0.47,2.48,4.04,2.66,0.46,2.05,3.11,3.70,3.64,3.64
2019-09-15 14:00:00,1.68,0.46,2.44,3.96,2.61,0.45,2.01,3.05,3.63,3.57,3.57
2019-09-15 15:00:00,1.76,0.48,2.55,4.14,2.72,0.47,2.10,3.19,3.79,3.73,3.73
2019-09-15 16:00:00,1.85,0.51,2.69,4.36,2.88,0.49,2.21,3.37,4.00,3.93,3.93
2019-09-15 17:00:00,1.85,0.51,2.69,4.37,2.88,0.50,2.22,3.37,4.00,3.94,3.94
2019-09-15 18:00:00,1.75,0.48,2.53,4.11,2.71,0.47,2.09,3.17,3.77,3.71,3.71
2019-09-15 19:00:00,1.31,0.36,1.89,3.08,2.03,0.35,1.56,2.37,2.82,2.77,2.77
2019-09-15 20:00:00,0.74,0.20,1.08,1.75,1.15,0.20,0.89,1.35,1.60,1.58,1.58
2019-09-15 21:00:00,0.69,0.19,1.00,1.63,1.08,0.19,0.83,1.26,1.50,1.47,1.47
2019-09-15 22:00:00,0.84,0.23,1.22,1.99,1.31,0.23,1.01,1.53,1.82,1.79,1.79
2019-09-15 23:00:00,0.99,0.27,1.43,2.32,1.53,0.26,1.18,1.79,2.13,2.09,2.09
2019-09-16 00:00:00,1.83,0.51,2.66,4.32,2.85,0.49,2.19,3.33,3.96,3.90,3.90
2019-09-16 01:00:00,1.93,0.53,2.79,4.54,2.99,0.51,2.30,3.50,4.16,4.09,4.09
2019-09-16 02:00:00,1.82,0.50,2.64,4.29,2.83,0.49,2.18,3.31,3.93,3.86,3.86
2019-09-16 03:00:00,2.44,0.67,3.54,5.75,3.79,0.65,2.92,4.44,5.27,5.18,5.18
2019-09-16 04:00:00,2.81,0.77,4.08,6.62,4.36,0.75,3.36,5.11,6.07,5.97,5.97
2019-09-16 05:00:00,2.71,0.75,3.93,6.39,4.21,0.72,3.24,4.93,5.86,5.76,5.76
2019-09-16 06:00:00,2.68,0.74,3.88,6.31,4.15,0.71,3.20,4.86,5.78,5.68,5.68
2019-09-16 07:00:00,2.48,0.68,3.60,5.84,3.85,0.66,2.96,4.51,5.35,5.27,5.27
2019-09-16 08:00:00,2.27,0.63,3.29,5.35,3.53,0.61,2.71,4.13,4.90,4.82,4.82
2019-09-16 09:00:00,1.95,0.54,2.83,4.60,3.03,0.52,2.33,3.55,4.22,4.15,4.15
2019-09-16 10:00:00,1.88,0.52,2.73,4.44,2.93,0.50,2.25,3.43,4.07,4.00,4.00
2019-09-16 11:00:00,2.10,0.58,3.04,4.94,3.25,0.56,2.50,3.81,4.52,4.45,4.45
2019-09-16 12:00:00,2.01,0.55,2.91,4.73,3.12,0.54,2.40,3.65,4.33,4.26,4.26
2019-09-16 13:00:00,1.76,0.48,2.55,4.14,2.73,0.47,2.10,3.20,3.80,3.73,3.73
2019-09-16 14:00:00,1.72,0.48,2.50,4.06,2.68,0.46,2.06,3.13,3.72,3.66,3.66
2019-09-16 15:00:00,1.80,0.50,2.61,4.24,2.79,0.48,2.15,3.27,3.88,3.82,3.82
2019-09-16 16:00:00,1.89,0.52,2.75,4.46,2.94,0.51,2.26,3.44,4.09,4.02,4.02
2019-09-16 17:00:00,1.89,0.52,2.75,4.46,2.94,0.51,2.26,3.44,4.09,4.02,4.02
2019-09-16 18:00:00,1.79,0.49,2.59,4.21,2.77,0.48,2.13,3.25,3.86,3.79,3.79
2019-09-16 19:00:00,1.32,0.37,1.92,3.12,2.06,0.35,1.58,2.41,2.86,2.81,2.81
2019-09-16 20:00:00,0.77,0.21,1.12,1.82,1.20,0.21,0.92,1.40,1.66,1.64,1.64
2019-09-16 21:00:00,0.72,0.20,1.04,1.69,1.11,0.19,0.86,1.30,1.55,1.52,1.52
2019-09-16 22:00:00,0.87,0.24,1.26,2.04,1.35,0.23,1.04,1.58,1.87,1.84,1.84
2019-09-16 23:00:00,1.01,0.28,1.47,2.38,1.57,0.27,1.21,1.84,2.18,2.15,2.15
2019-09-17 00:00:00,1.87,0.52,2.71,4.40,2.90,0.50,2.23,3.40,4.04,3.97,3.97
2019-09-17 01:00:00,1.96,0.54,2.85,4.63,3.05,0.52,2.35,3.57,4.24,4.17,4.17
2019-09-17 02:00:00,1.86,0.51,2.70,4.38,2.89,0.50,2.22,3.38,4.02,3.95,3.95
2019-09-17 03:00:00,2.50,0.69,3.62,5.88,3.87,0.67,2.98,4.54,5.39,5.30,5.30
2019-09-17 04:00:00,2.87,0.79,4.16,6.76,4.46,0.77,3.43,5.22,6.20,6.09,6.09
2019-09-17 05:00:00,2.78,0.77,4.04,6.56,4.32,0.74,3.33,5.06,6.01,5.91,5.91
2019-09-17 06:00:00,2.77,0.77,4.02,6.53,4.31,0.74,3.31,5.04,5.99,5.89,5.89
2019-09-17 07:00:00,2.46,0.68,3.57,5.80,3.82,0.66,2.94,4.48,5.32,5.23,5.23
2019-09-17 08:00:00,2.32,0.64,3.37,5.47,3.61,0.62,2.78,4.22,5.02,4.93,4.93
2019-09-17 09:00:00,2.05,0.56,2.97,4.83,3.18,0.55,2.45,3.72,4.42,4.35,4.35
2019-09-17 10:00:00,1.87,0.52,2.72,4.41,2.91,0.50,2.24,3.40,4.04,3.98,3.98
2019-09-17 11:00:00,2.09,0.58,3.03,4.91,3.24,0.56,2.49,3.79,4.50,4.43,4.43
2019-09-17 12:00:00,1.98,0.55,2.87,4.66,3.07,0.53,2.37,3.60,4.27,4.20,4.20
2019-09-17 13:00:00,1.70,0.47,2.47,4.01,2.64,0.46,2.04,3.10,3.68,3.62,3.62
2019-09-17 14:00:00,1.68,0.46,2.44,3.97,2.61,0.45,2.01,3.06,3.64,3.58,3.58
2019-09-17 15:00:00,1.89,0.52,2.74,4.44,2.93,0.50,2.25,3.43,4.07,4.01,4.01
2019-09-17 16:00:00,2.19,0.60,3.17,5.15,3.39,0.58,2.61,3.97,4.72,4.64,4.64
2019-09-17 17:00:00,2.42,0.67,3.51,5.71,3.76,0.65,2.90,4.40,5.23,5.15,5.15
2019-09-17 18:00:00,2.27,0.63,3.30,5.35,3.53,0.61,2.72,4.13,4.91,4.82,4.82
2019-09-17 19:00:00,1.64,0.45,2.38,3.86,2.55,0.44,1.96,2.98,3.54,3.48,3.48
2019-09-17 20:00:00,1.07,0.29,1.55,2.51,1.66,0.29,1.28,1.94,2.30,2.27,2.27
2019-09-17 21:00:00,0.90,0.25,1.31,2.13,1.40,0.24,1.08,1.64,1.95,1.92,1.92
2019-09-17 22:00:00,1.08,0.30,1.57,2.56,1.68,0.29,1.30,1.97,2.34,2.30,2.30
2019-09-17 23:00:00,0.98,0.27,1.42,2.31,1.52,0.26,1.17,1.78,2.11,2.08,2.08
2019-09-18 00:00:00,1.49,0.41,2.16,3.52,2.32,0.40,1.78,2.71,3.22,3.17,3.17
2019-09-18 01:00:00,1.73,0.48,2.51,4.08,2.69,0.46,2.07,3.15,3.74,3.67,3.67
2019-09-18 02:00:00,1.82,0.50,2.64,4.29,2.83,0.49,2.18,3.31,3.93,3.87,3.87
2019-09-18 03:00:00,2.21,0.61,3.20,5.20,3.43,0.59,2.64,4.02,4.77,4.69,4.69
2019-09-18 04:00:00,2.07,0.57,3.00,4.88,3.21,0.55,2.47,3.76,4.47,4.39,4.39
2019-09-18 05:00:00,1.70,0.47,2.47,4.01,2.64,0.45,2.03,3.09,3.67,3.61,3.61
2019-09-18 06:00:00,1.60,0.44,2.32,3.77,2.49,0.43,1.91,2.91,3.46,3.40,3.40
2019-09-18 07:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.98,3.54,3.49,3.49
2019-09-18 08:00:00,1.51,0.42,2.20,3.57,2.35,0.40,1.81,2.75,3.27,3.21,3.21
2019-09-18 09:00:00,1.23,0.34,1.78,2.89,1.90,0.33,1.46,2.23,2.65,2.60,2.60
2019-09-18 10:00:00,1.14,0.31,1.65,2.69,1.77,0.30,1.36,2.07,2.46,2.42,2.42
2019-09-18 11:00:00,1.40,0.39,2.03,3.29,2.17,0.37,1.67,2.54,3.02,2.97,2.97
2019-09-18 12:00:00,1.41,0.39,2.04,3.32,2.18,0.38,1.68,2.56,3.04,2.99,2.99
2019-09-18 13:00:00,1.35,0.37,1.96,3.19,2.10,0.36,1.62,2.46,2.92,2.87,2.87
2019-09-18 14:00:00,1.48,0.41,2.15,3.49,2.30,0.40,1.77,2.70,3.20,3.15,3.15
2019-09-18 15:00:00,1.87,0.52,2.71,4.40,2.90,0.50,2.23,3.40,4.03,3.97,3.97
2019-09-18 16:00:00,2.37,0.65,3.44,5.58,3.68,0.63,2.83,4.31,5.11,5.03,5.03
2019-09-18 17:00:00,2.52,0.70,3.66,5.94,3.91,0.67,3.01,4.58,5.44,5.35,5.35
2019-09-18 18:00:00,2.34,0.65,3.40,5.52,3.64,0.63,2.80,4.26,5.06,4.97,4.97
2019-09-18 19:00:00,1.90,0.52,2.75,4.47,2.95,0.51,2.27,3.45,4.10,4.03,4.03
2019-09-18 20:00:00,1.36,0.38,1.98,3.21,2.12,0.36,1.63,2.48,2.95,2.90,2.90
2019-09-18 21:00:00,1.09,0.30,1.59,2.58,1.70,0.29,1.31,1.99,2.36,2.32,2.32
2019-09-18 22:00:00,1.29,0.36,1.87,3.03,2.00,0.34,1.54,2.34,2.78,2.73,2.73
2019-09-18 23:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.38,2.10,2.50,2.46,2.46
2019-09-19 00:00:00,1.58,0.44,2.29,3.73,2.45,0.42,1.89,2.87,3.41,3.36,3.36
2019-09-19 01:00:00,1.79,0.49,2.60,4.22,2.78,0.48,2.14,3.25,3.86,3.80,3.80
2019-09-19 02:00:00,1.85,0.51,2.69,4.36,2.87,0.49,2.21,3.37,4.00,3.93,3.93
2019-09-19 03:00:00,2.18,0.60,3.17,5.14,3.39,0.58,2.61,3.97,4.71,4.64,4.64
2019-09-19 04:00:00,1.88,0.52,2.73,4.44,2.93,0.50,2.25,3.43,4.07,4.00,4.00
2019-09-19 05:00:00,1.47,0.40,2.13,3.45,2.28,0.39,1.75,2.67,3.17,3.11,3.11
2019-09-19 06:00:00,1.24,0.34,1.79,2.91,1.92,0.33,1.48,2.25,2.67,2.62,2.62
2019-09-19 07:00:00,1.18,0.33,1.71,2.78,1.83,0.32,1.41,2.15,2.55,2.51,2.51
2019-09-19 08:00:00,1.11,0.30,1.60,2.61,1.72,0.30,1.32,2.01,2.39,2.35,2.35
2019-09-19 09:00:00,0.97,0.27,1.40,2.28,1.50,0.26,1.15,1.76,2.08,2.05,2.05
2019-09-19 10:00:00,0.84,0.23,1.21,1.97,1.30,0.22,1.00,1.52,1.80,1.77,1.77
2019-09-19 11:00:00,1.13,0.31,1.64,2.67,1.76,0.30,1.35,2.06,2.44,2.40,2.40
2019-09-19 12:00:00,1.18,0.32,1.71,2.77,1.83,0.31,1.41,2.14,2.54,2.50,2.50
2019-09-19 13:00:00,1.06,0.29,1.54,2.50,1.64,0.28,1.27,1.93,2.29,2.25,2.25
2019-09-19 14:00:00,1.16,0.32,1.68,2.73,1.80,0.31,1.38,2.11,2.50,2.46,2.46
2019-09-19 15:00:00,1.48,0.41,2.14,3.48,2.29,0.39,1.76,2.68,3.19,3.13,3.13
2019-09-19 16:00:00,1.84,0.51,2.67,4.34,2.86,0.49,2.20,3.35,3.97,3.91,3.91
2019-09-19 17:00:00,2.02,0.56,2.94,4.77,3.14,0.54,2.42,3.68,4.37,4.30,4.30
2019-09-19 18:00:00,1.93,0.53,2.79,4.54,2.99,0.51,2.30,3.50,4.16,4.09,4.09
2019-09-19 19:00:00,1.45,0.40,2.11,3.42,2.25,0.39,1.74,2.64,3.14,3.08,3.08
2019-09-19 20:00:00,0.97,0.27,1.41,2.29,1.51,0.26,1.16,1.76,2.09,2.06,2.06
2019-09-19 21:00:00,0.88,0.24,1.27,2.07,1.36,0.23,1.05,1.59,1.89,1.86,1.86
2019-09-19 22:00:00,1.02,0.28,1.47,2.40,1.58,0.27,1.22,1.85,2.19,2.16,2.16
2019-09-19 23:00:00,1.14,0.31,1.65,2.68,1.76,0.30,1.36,2.07,2.45,2.41,2.41
2019-09-20 00:00:00,2.11,0.58,3.06,4.97,3.27,0.56,2.52,3.83,4.55,4.48,4.48
2019-09-20 01:00:00,2.25,0.62,3.26,5.30,3.49,0.60,2.69,4.09,4.85,4.77,4.77
2019-09-20 02:00:00,2.05,0.57,2.98,4.84,3.19,0.55,2.45,3.73,4.43,4.36,4.36
2019-09-20 03:00:00,2.81,0.78,4.08,6.62,4.36,0.75,3.36,5.11,6.07,5.97,5.97
2019-09-20 04:00:00,3.15,0.87,4.57,7.43,4.90,0.84,3.77,5.73,6.81,6.70,6.70
2019-09-20 05:00:00,3.10,0.86,4.50,7.31,4.82,0.83,3.71,5.64,6.70,6.59,6.59
2019-09-20 06:00:00,3.08,0.85,4.47,7.27,4.79,0.82,3.69,5.60,6.66,6.55,6.55
2019-09-20 07:00:00,2.86,0.79,4.15,6.74,4.44,0.76,3.42,5.20,6.18,6.08,6.08
2019-09-20 08:00:00,2.64,0.73,3.83,6.21,4.09,0.70,3.15,4.79,5.69,5.60,5.60
2019-09-20 09:00:00,2.32,0.64,3.36,5.46,3.60,0.62,2.77,4.22,5.01,4.92,4.92
2019-09-20 10:00:00,1.95,0.54,2.83,4.59,3.03,0.52,2.33,3.54,4.21,4.14,4.14
2019-09-20 11:00:00,2.26,0.62,3.28,5.33,3.51,0.60,2.70,4.11,4.88,4.80,4.80
2019-09-20 12:00:00,2.20,0.61,3.19,5.19,3.42,0.59,2.63,4.00,4.75,4.67,4.67
2019-09-20 13:00:00,1.95,0.54,2.82,4.58,3.02,0.52,2.32,3.54,4.20,4.13,4.13
2019-09-20 14:00:00,1.91,0.53,2.76,4.49,2.96,0.51,2.28,3.46,4.11,4.05,4.05
2019-09-20 15:00:00,1.98,0.54,2.87,4.66,3.07,0.53,2.36,3.59,4.27,4.20,4.20
2019-09-20 16:00:00,2.07,0.57,3.00,4.88,3.22,0.55,2.48,3.76,4.47,4.40,4.40
2019-09-20 17:00:00,2.07,0.57,3.00,4.87,3.21,0.55,2.47,3.76,4.46,4.39,4.39
2019-09-20 18:00:00,1.92,0.53,2.78,4.52,2.98,0.51,2.29,3.49,4.14,4.08,4.08
2019-09-20 19:00:00,1.45,0.40,2.10,3.41,2.25,0.39,1.73,2.63,3.13,3.07,3.07
2019-09-20 20:00:00,0.90,0.25,1.31,2.13,1.40,0.24,1.08,1.64,1.95,1.92,1.92
2019-09-20 21:00:00,0.83,0.23,1.20,1.95,1.29,0.22,0.99,1.51,1.79,1.76,1.76
2019-09-20 22:00:00,0.97,0.27,1.41,2.29,1.51,0.26,1.16,1.76,2.10,2.06,2.06
2019-09-20 23:00:00,1.13,0.31,1.63,2.65,1.75,0.30,1.34,2.05,2.43,2.39,2.39
2019-09-21 00:00:00,2.02,0.56,2.93,4.76,3.13,0.54,2.41,3.67,4.36,4.29,4.29
2019-09-21 01:00:00,2.12,0.58,3.07,4.99,3.29,0.57,2.53,3.85,4.58,4.50,4.50
2019-09-21 02:00:00,2.03,0.56,2.95,4.79,3.16,0.54,2.43,3.70,4.39,4.32,4.32
2019-09-21 03:00:00,2.72,0.75,3.95,6.41,4.22,0.73,3.25,4.94,5.87,5.78,5.78
