techs,demand_heatpump_E3B,demand_heatpump_E3C,demand_heatpump_E1A,demand_heatpump_E3B,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E2A,demand_heatpump_E3C,demand_heatpump_E3C
nodes,Amp_125,Amp_160,Amp_25,Amp_250,Amp_35,Amp_400,Amp_50,Amp_63,Amp_80,kVA_630,VD_Lem
2020-06-14 09:00:00,1.54,0.42,2.23,3.62,2.38,0.41,1.84,2.79,3.32,3.26,3.26
2020-06-14 10:00:00,1.64,0.45,2.38,3.86,2.55,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-14 11:00:00,1.56,0.43,2.27,3.68,2.43,0.42,1.87,2.84,3.37,3.32,3.32
2020-06-14 12:00:00,1.41,0.39,2.05,3.32,2.19,0.38,1.69,2.56,3.05,3.00,3.00
2020-06-14 13:00:00,1.23,0.34,1.79,2.91,1.92,0.33,1.48,2.24,2.66,2.62,2.62
2020-06-14 14:00:00,1.23,0.34,1.78,2.89,1.90,0.33,1.46,2.23,2.65,2.60,2.60
2020-06-14 15:00:00,1.35,0.37,1.96,3.19,2.10,0.36,1.62,2.46,2.92,2.87,2.87
2020-06-14 16:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.79,3.31,3.25,3.25
2020-06-14 17:00:00,1.63,0.45,2.36,3.84,2.53,0.44,1.95,2.96,3.52,3.46,3.46
2020-06-14 18:00:00,1.57,0.43,2.27,3.69,2.43,0.42,1.87,2.85,3.38,3.33,3.33
2020-06-14 19:00:00,1.30,0.36,1.88,3.06,2.02,0.35,1.55,2.36,2.80,2.76,2.76
2020-06-14 20:00:00,0.93,0.26,1.35,2.19,1.45,0.25,1.11,1.69,2.01,1.98,1.98
2020-06-14 21:00:00,0.86,0.24,1.24,2.02,1.33,0.23,1.02,1.56,1.85,1.82,1.82
2020-06-14 22:00:00,0.99,0.27,1.44,2.34,1.54,0.27,1.19,1.81,2.15,2.11,2.11
2020-06-14 23:00:00,1.08,0.30,1.57,2.55,1.68,0.29,1.29,1.97,2.34,2.30,2.30
2020-06-15 00:00:00,1.67,0.46,2.43,3.94,2.60,0.45,2.00,3.04,3.61,3.55,3.55
2020-06-15 01:00:00,1.76,0.49,2.55,4.15,2.73,0.47,2.10,3.20,3.80,3.74,3.74
2020-06-15 02:00:00,1.59,0.44,2.31,3.75,2.47,0.43,1.90,2.89,3.44,3.38,3.38
2020-06-15 03:00:00,1.98,0.55,2.87,4.67,3.07,0.53,2.37,3.60,4.28,4.20,4.20
2020-06-15 04:00:00,1.83,0.50,2.65,4.31,2.84,0.49,2.19,3.33,3.95,3.88,3.88
2020-06-15 05:00:00,1.61,0.44,2.34,3.80,2.50,0.43,1.93,2.93,3.48,3.42,3.42
2020-06-15 06:00:00,1.44,0.40,2.08,3.38,2.23,0.38,1.72,2.61,3.10,3.05,3.05
2020-06-15 07:00:00,1.33,0.37,1.93,3.13,2.06,0.35,1.59,2.41,2.87,2.82,2.82
2020-06-15 08:00:00,1.31,0.36,1.91,3.10,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-15 09:00:00,1.56,0.43,2.27,3.68,2.43,0.42,1.87,2.84,3.38,3.32,3.32
2020-06-15 10:00:00,1.65,0.46,2.40,3.89,2.56,0.44,1.97,3.00,3.57,3.51,3.51
2020-06-15 11:00:00,1.56,0.43,2.26,3.68,2.42,0.42,1.87,2.84,3.37,3.32,3.32
2020-06-15 12:00:00,1.41,0.39,2.04,3.31,2.18,0.38,1.68,2.55,3.03,2.98,2.98
2020-06-15 13:00:00,1.23,0.34,1.78,2.90,1.91,0.33,1.47,2.24,2.66,2.61,2.61
2020-06-15 14:00:00,1.22,0.34,1.77,2.88,1.90,0.33,1.46,2.22,2.64,2.59,2.59
2020-06-15 15:00:00,1.35,0.37,1.96,3.18,2.09,0.36,1.61,2.45,2.91,2.87,2.87
2020-06-15 16:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.78,3.31,3.25,3.25
2020-06-15 17:00:00,1.63,0.45,2.37,3.84,2.53,0.44,1.95,2.97,3.52,3.46,3.46
2020-06-15 18:00:00,1.57,0.43,2.28,3.70,2.44,0.42,1.88,2.85,3.39,3.33,3.33
2020-06-15 19:00:00,1.30,0.36,1.89,3.07,2.02,0.35,1.56,2.37,2.81,2.77,2.77
2020-06-15 20:00:00,0.94,0.26,1.36,2.21,1.46,0.25,1.12,1.71,2.03,1.99,1.99
2020-06-15 21:00:00,0.87,0.24,1.26,2.05,1.35,0.23,1.04,1.58,1.88,1.85,1.85
2020-06-15 22:00:00,1.00,0.28,1.45,2.36,1.56,0.27,1.20,1.82,2.16,2.13,2.13
2020-06-15 23:00:00,1.09,0.30,1.58,2.57,1.69,0.29,1.30,1.98,2.35,2.31,2.31
2020-06-16 00:00:00,1.67,0.46,2.42,3.94,2.59,0.45,2.00,3.04,3.61,3.55,3.55
2020-06-16 01:00:00,1.75,0.48,2.54,4.13,2.72,0.47,2.10,3.19,3.79,3.72,3.72
2020-06-16 02:00:00,1.58,0.44,2.30,3.73,2.46,0.42,1.89,2.88,3.42,3.36,3.36
2020-06-16 03:00:00,1.96,0.54,2.85,4.63,3.05,0.52,2.35,3.57,4.24,4.17,4.17
2020-06-16 04:00:00,1.80,0.50,2.62,4.25,2.80,0.48,2.15,3.28,3.89,3.83,3.83
2020-06-16 05:00:00,1.59,0.44,2.30,3.74,2.46,0.42,1.90,2.88,3.43,3.37,3.37
2020-06-16 06:00:00,1.41,0.39,2.05,3.33,2.20,0.38,1.69,2.57,3.05,3.00,3.00
2020-06-16 07:00:00,1.31,0.36,1.91,3.10,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-16 08:00:00,1.30,0.36,1.89,3.07,2.02,0.35,1.56,2.37,2.81,2.77,2.77
2020-06-16 09:00:00,1.59,0.44,2.31,3.75,2.47,0.43,1.90,2.90,3.44,3.38,3.38
2020-06-16 10:00:00,1.66,0.46,2.41,3.92,2.58,0.44,1.99,3.03,3.59,3.53,3.53
2020-06-16 11:00:00,1.56,0.43,2.26,3.68,2.42,0.42,1.87,2.84,3.37,3.32,3.32
2020-06-16 12:00:00,1.40,0.39,2.03,3.30,2.18,0.37,1.67,2.55,3.03,2.98,2.98
2020-06-16 13:00:00,1.23,0.34,1.78,2.89,1.91,0.33,1.47,2.23,2.65,2.61,2.61
2020-06-16 14:00:00,1.22,0.34,1.77,2.87,1.89,0.33,1.46,2.22,2.63,2.59,2.59
2020-06-16 15:00:00,1.35,0.37,1.95,3.18,2.09,0.36,1.61,2.45,2.91,2.86,2.86
2020-06-16 16:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.78,3.31,3.25,3.25
2020-06-16 17:00:00,1.63,0.45,2.37,3.85,2.53,0.44,1.95,2.97,3.52,3.47,3.47
2020-06-16 18:00:00,1.57,0.43,2.28,3.70,2.44,0.42,1.88,2.86,3.39,3.34,3.34
2020-06-16 19:00:00,1.31,0.36,1.90,3.08,2.03,0.35,1.56,2.38,2.82,2.78,2.78
2020-06-16 20:00:00,0.94,0.26,1.37,2.22,1.47,0.25,1.13,1.72,2.04,2.00,2.00
2020-06-16 21:00:00,0.88,0.24,1.28,2.07,1.36,0.23,1.05,1.60,1.90,1.87,1.87
2020-06-16 22:00:00,1.01,0.28,1.46,2.37,1.56,0.27,1.20,1.83,2.18,2.14,2.14
2020-06-16 23:00:00,1.09,0.30,1.59,2.58,1.70,0.29,1.31,1.99,2.36,2.32,2.32
2020-06-17 00:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2020-06-17 01:00:00,1.75,0.48,2.54,4.12,2.71,0.47,2.09,3.18,3.77,3.71,3.71
2020-06-17 02:00:00,1.58,0.43,2.29,3.71,2.45,0.42,1.88,2.86,3.40,3.35,3.35
2020-06-17 03:00:00,1.95,0.54,2.82,4.59,3.02,0.52,2.33,3.54,4.20,4.13,4.13
2020-06-17 04:00:00,1.77,0.49,2.57,4.18,2.75,0.47,2.12,3.22,3.83,3.77,3.77
2020-06-17 05:00:00,1.56,0.43,2.26,3.67,2.42,0.42,1.86,2.83,3.37,3.31,3.31
2020-06-17 06:00:00,1.39,0.38,2.01,3.27,2.16,0.37,1.66,2.52,3.00,2.95,2.95
2020-06-17 07:00:00,1.30,0.36,1.88,3.06,2.02,0.35,1.55,2.36,2.80,2.76,2.76
2020-06-17 08:00:00,1.31,0.36,1.91,3.10,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-17 09:00:00,1.60,0.44,2.32,3.77,2.49,0.43,1.91,2.91,3.46,3.40,3.40
2020-06-17 10:00:00,1.66,0.46,2.41,3.92,2.58,0.44,1.99,3.02,3.59,3.53,3.53
2020-06-17 11:00:00,1.56,0.43,2.26,3.67,2.42,0.42,1.86,2.83,3.36,3.30,3.30
2020-06-17 12:00:00,1.40,0.39,2.02,3.29,2.17,0.37,1.67,2.54,3.01,2.96,2.96
2020-06-17 13:00:00,1.22,0.34,1.77,2.88,1.90,0.33,1.46,2.22,2.64,2.60,2.60
2020-06-17 14:00:00,1.22,0.34,1.76,2.86,1.89,0.32,1.45,2.21,2.62,2.58,2.58
2020-06-17 15:00:00,1.34,0.37,1.95,3.17,2.09,0.36,1.61,2.44,2.90,2.86,2.86
2020-06-17 16:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.78,3.31,3.25,3.25
2020-06-17 17:00:00,1.63,0.45,2.37,3.85,2.54,0.44,1.95,2.97,3.53,3.47,3.47
2020-06-17 18:00:00,1.57,0.43,2.28,3.71,2.44,0.42,1.88,2.86,3.40,3.34,3.34
2020-06-17 19:00:00,1.31,0.36,1.90,3.09,2.04,0.35,1.57,2.39,2.83,2.79,2.79
2020-06-17 20:00:00,0.95,0.26,1.38,2.24,1.48,0.25,1.14,1.73,2.05,2.02,2.02
2020-06-17 21:00:00,0.89,0.25,1.29,2.09,1.38,0.24,1.06,1.62,1.92,1.89,1.89
2020-06-17 22:00:00,1.02,0.28,1.47,2.39,1.58,0.27,1.21,1.85,2.19,2.16,2.16
2020-06-17 23:00:00,1.10,0.30,1.59,2.59,1.71,0.29,1.31,2.00,2.37,2.33,2.33
2020-06-18 00:00:00,1.66,0.46,2.41,3.92,2.58,0.44,1.99,3.02,3.59,3.53,3.53
2020-06-18 01:00:00,1.74,0.48,2.53,4.11,2.71,0.47,2.08,3.17,3.76,3.70,3.70
2020-06-18 02:00:00,1.57,0.43,2.27,3.69,2.43,0.42,1.87,2.85,3.39,3.33,3.33
2020-06-18 03:00:00,1.93,0.53,2.80,4.55,3.00,0.52,2.31,3.51,4.17,4.10,4.10
2020-06-18 04:00:00,1.74,0.48,2.52,4.10,2.70,0.46,2.08,3.16,3.76,3.69,3.69
2020-06-18 05:00:00,1.53,0.42,2.21,3.60,2.37,0.41,1.82,2.77,3.30,3.24,3.24
2020-06-18 06:00:00,1.37,0.38,1.98,3.22,2.12,0.37,1.63,2.49,2.95,2.90,2.90
2020-06-18 07:00:00,1.25,0.34,1.81,2.94,1.94,0.33,1.49,2.27,2.69,2.65,2.65
2020-06-18 08:00:00,1.31,0.36,1.91,3.10,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-18 09:00:00,1.61,0.44,2.34,3.80,2.50,0.43,1.93,2.93,3.48,3.43,3.43
2020-06-18 10:00:00,1.66,0.46,2.40,3.90,2.57,0.44,1.98,3.01,3.57,3.52,3.52
2020-06-18 11:00:00,1.54,0.42,2.23,3.62,2.38,0.41,1.84,2.79,3.32,3.26,3.26
2020-06-18 12:00:00,1.37,0.38,1.98,3.22,2.12,0.36,1.63,2.48,2.95,2.90,2.90
2020-06-18 13:00:00,1.18,0.33,1.72,2.79,1.84,0.32,1.42,2.15,2.56,2.52,2.52
2020-06-18 14:00:00,1.18,0.33,1.72,2.79,1.84,0.32,1.41,2.15,2.55,2.51,2.51
2020-06-18 15:00:00,1.36,0.37,1.97,3.20,2.11,0.36,1.62,2.47,2.93,2.89,2.89
2020-06-18 16:00:00,1.62,0.45,2.35,3.81,2.51,0.43,1.93,2.94,3.49,3.44,3.44
2020-06-18 17:00:00,1.81,0.50,2.62,4.26,2.80,0.48,2.16,3.28,3.90,3.84,3.84
2020-06-18 18:00:00,1.73,0.48,2.51,4.08,2.69,0.46,2.07,3.15,3.74,3.68,3.68
2020-06-18 19:00:00,1.42,0.39,2.06,3.34,2.20,0.38,1.70,2.58,3.06,3.01,3.01
2020-06-18 20:00:00,1.05,0.29,1.52,2.48,1.63,0.28,1.26,1.91,2.27,2.23,2.23
2020-06-18 21:00:00,0.95,0.26,1.38,2.24,1.48,0.25,1.14,1.73,2.05,2.02,2.02
2020-06-18 22:00:00,1.09,0.30,1.58,2.57,1.69,0.29,1.30,1.98,2.35,2.31,2.31
2020-06-18 23:00:00,1.08,0.30,1.57,2.54,1.68,0.29,1.29,1.96,2.33,2.29,2.29
2020-06-19 00:00:00,1.51,0.42,2.20,3.57,2.35,0.40,1.81,2.75,3.27,3.21,3.21
2020-06-19 01:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.98,3.54,3.49,3.49
2020-06-19 02:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.78,3.31,3.25,3.25
2020-06-19 03:00:00,1.79,0.50,2.60,4.23,2.79,0.48,2.14,3.26,3.87,3.81,3.81
2020-06-19 04:00:00,1.41,0.39,2.05,3.33,2.20,0.38,1.69,2.57,3.05,3.00,3.00
2020-06-19 05:00:00,1.10,0.30,1.60,2.60,1.71,0.29,1.32,2.00,2.38,2.34,2.34
2020-06-19 06:00:00,0.92,0.25,1.33,2.16,1.42,0.24,1.10,1.67,1.98,1.95,1.95
2020-06-19 07:00:00,0.93,0.26,1.34,2.18,1.44,0.25,1.11,1.68,2.00,1.97,1.97
2020-06-19 08:00:00,1.02,0.28,1.48,2.41,1.59,0.27,1.22,1.86,2.21,2.17,2.17
2020-06-19 09:00:00,1.31,0.36,1.90,3.09,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-19 10:00:00,1.40,0.39,2.04,3.31,2.18,0.38,1.68,2.55,3.03,2.98,2.98
2020-06-19 11:00:00,1.29,0.35,1.87,3.03,2.00,0.34,1.54,2.34,2.78,2.73,2.73
2020-06-19 12:00:00,1.15,0.32,1.67,2.72,1.79,0.31,1.38,2.10,2.49,2.45,2.45
2020-06-19 13:00:00,1.05,0.29,1.52,2.47,1.63,0.28,1.25,1.91,2.27,2.23,2.23
2020-06-19 14:00:00,1.10,0.30,1.59,2.59,1.71,0.29,1.31,2.00,2.37,2.33,2.33
2020-06-19 15:00:00,1.34,0.37,1.94,3.15,2.07,0.36,1.60,2.43,2.88,2.84,2.84
2020-06-19 16:00:00,1.66,0.46,2.41,3.91,2.58,0.44,1.98,3.02,3.59,3.53,3.53
2020-06-19 17:00:00,1.82,0.50,2.64,4.29,2.82,0.49,2.17,3.31,3.93,3.86,3.86
2020-06-19 18:00:00,1.74,0.48,2.52,4.09,2.70,0.46,2.08,3.16,3.75,3.69,3.69
2020-06-19 19:00:00,1.50,0.41,2.17,3.53,2.33,0.40,1.79,2.72,3.24,3.18,3.18
2020-06-19 20:00:00,1.14,0.31,1.66,2.69,1.77,0.31,1.36,2.08,2.47,2.42,2.42
2020-06-19 21:00:00,1.01,0.28,1.46,2.38,1.57,0.27,1.21,1.83,2.18,2.14,2.14
2020-06-19 22:00:00,1.15,0.32,1.67,2.71,1.79,0.31,1.38,2.09,2.48,2.44,2.44
2020-06-19 23:00:00,1.13,0.31,1.65,2.67,1.76,0.30,1.36,2.06,2.45,2.41,2.41
2020-06-20 00:00:00,1.53,0.42,2.23,3.62,2.38,0.41,1.83,2.79,3.31,3.26,3.26
2020-06-20 01:00:00,1.65,0.45,2.39,3.88,2.56,0.44,1.97,2.99,3.56,3.50,3.50
2020-06-20 02:00:00,1.52,0.42,2.21,3.58,2.36,0.41,1.82,2.77,3.28,3.23,3.23
2020-06-20 03:00:00,1.76,0.48,2.55,4.14,2.73,0.47,2.10,3.19,3.79,3.73,3.73
2020-06-20 04:00:00,1.31,0.36,1.91,3.10,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-20 05:00:00,0.99,0.27,1.44,2.33,1.54,0.26,1.18,1.80,2.14,2.10,2.10
2020-06-20 06:00:00,0.76,0.21,1.11,1.80,1.19,0.20,0.91,1.39,1.65,1.62,1.62
2020-06-20 07:00:00,0.75,0.21,1.09,1.77,1.17,0.20,0.90,1.37,1.62,1.60,1.60
2020-06-20 08:00:00,0.89,0.25,1.29,2.10,1.38,0.24,1.06,1.62,1.92,1.89,1.89
2020-06-20 09:00:00,1.22,0.34,1.77,2.88,1.90,0.33,1.46,2.22,2.64,2.60,2.60
2020-06-20 10:00:00,1.31,0.36,1.91,3.10,2.04,0.35,1.57,2.39,2.84,2.79,2.79
2020-06-20 11:00:00,1.20,0.33,1.73,2.82,1.86,0.32,1.43,2.17,2.58,2.54,2.54
2020-06-20 12:00:00,1.07,0.30,1.55,2.52,1.66,0.29,1.28,1.95,2.31,2.27,2.27
2020-06-20 13:00:00,0.94,0.26,1.37,2.23,1.47,0.25,1.13,1.72,2.04,2.01,2.01
2020-06-20 14:00:00,0.98,0.27,1.42,2.31,1.52,0.26,1.17,1.78,2.12,2.08,2.08
2020-06-20 15:00:00,1.19,0.33,1.73,2.81,1.85,0.32,1.43,2.17,2.58,2.53,2.53
2020-06-20 16:00:00,1.47,0.41,2.13,3.46,2.28,0.39,1.76,2.67,3.17,3.12,3.12
2020-06-20 17:00:00,1.64,0.45,2.38,3.86,2.54,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-20 18:00:00,1.59,0.44,2.31,3.75,2.47,0.42,1.90,2.89,3.43,3.38,3.38
2020-06-20 19:00:00,1.34,0.37,1.94,3.15,2.08,0.36,1.60,2.43,2.89,2.84,2.84
2020-06-20 20:00:00,1.00,0.28,1.45,2.36,1.56,0.27,1.20,1.82,2.16,2.13,2.13
2020-06-20 21:00:00,0.93,0.26,1.35,2.20,1.45,0.25,1.11,1.70,2.01,1.98,1.98
2020-06-20 22:00:00,1.06,0.29,1.53,2.49,1.64,0.28,1.26,1.92,2.28,2.25,2.25
2020-06-20 23:00:00,1.12,0.31,1.63,2.64,1.74,0.30,1.34,2.04,2.42,2.38,2.38
2020-06-21 00:00:00,1.69,0.47,2.46,3.99,2.63,0.45,2.03,3.08,3.66,3.60,3.60
2020-06-21 01:00:00,1.78,0.49,2.58,4.20,2.77,0.48,2.13,3.24,3.85,3.78,3.78
2020-06-21 02:00:00,1.57,0.43,2.27,3.69,2.43,0.42,1.87,2.85,3.38,3.33,3.33
2020-06-21 03:00:00,1.93,0.53,2.80,4.55,3.00,0.52,2.31,3.51,4.17,4.10,4.10
2020-06-21 04:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2020-06-21 05:00:00,1.46,0.40,2.11,3.43,2.26,0.39,1.74,2.65,3.15,3.10,3.10
2020-06-21 06:00:00,1.30,0.36,1.89,3.07,2.02,0.35,1.56,2.37,2.81,2.76,2.76
2020-06-21 07:00:00,1.25,0.34,1.81,2.93,1.93,0.33,1.49,2.26,2.69,2.64,2.64
2020-06-21 08:00:00,1.36,0.38,1.98,3.21,2.12,0.36,1.63,2.48,2.94,2.90,2.90
2020-06-21 09:00:00,1.64,0.45,2.37,3.85,2.54,0.44,1.95,2.97,3.53,3.47,3.47
2020-06-21 10:00:00,1.67,0.46,2.42,3.92,2.59,0.44,1.99,3.03,3.60,3.54,3.54
2020-06-21 11:00:00,1.54,0.42,2.23,3.63,2.39,0.41,1.84,2.80,3.33,3.27,3.27
2020-06-21 12:00:00,1.38,0.38,2.00,3.25,2.14,0.37,1.65,2.51,2.98,2.93,2.93
2020-06-21 13:00:00,1.21,0.33,1.75,2.85,1.88,0.32,1.45,2.20,2.61,2.57,2.57
2020-06-21 14:00:00,1.20,0.33,1.75,2.84,1.87,0.32,1.44,2.19,2.60,2.56,2.56
2020-06-21 15:00:00,1.34,0.37,1.94,3.15,2.07,0.36,1.60,2.43,2.89,2.84,2.84
2020-06-21 16:00:00,1.53,0.42,2.22,3.60,2.37,0.41,1.83,2.78,3.30,3.25,3.25
2020-06-21 17:00:00,1.64,0.45,2.38,3.86,2.54,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-21 18:00:00,1.58,0.44,2.29,3.73,2.45,0.42,1.89,2.87,3.41,3.36,3.36
2020-06-21 19:00:00,1.33,0.37,1.93,3.13,2.06,0.35,1.59,2.41,2.87,2.82,2.82
2020-06-21 20:00:00,0.98,0.27,1.41,2.30,1.51,0.26,1.17,1.77,2.11,2.07,2.07
2020-06-21 21:00:00,0.91,0.25,1.33,2.15,1.42,0.24,1.09,1.66,1.97,1.94,1.94
2020-06-21 22:00:00,1.04,0.29,1.51,2.45,1.61,0.28,1.24,1.89,2.24,2.21,2.21
2020-06-21 23:00:00,1.11,0.31,1.61,2.62,1.73,0.30,1.33,2.02,2.40,2.36,2.36
2020-06-22 00:00:00,1.65,0.46,2.39,3.89,2.56,0.44,1.97,3.00,3.56,3.50,3.50
2020-06-22 01:00:00,1.72,0.48,2.50,4.06,2.67,0.46,2.06,3.13,3.72,3.66,3.66
2020-06-22 02:00:00,1.54,0.42,2.23,3.63,2.39,0.41,1.84,2.80,3.32,3.27,3.27
2020-06-22 03:00:00,1.87,0.52,2.71,4.40,2.90,0.50,2.23,3.40,4.03,3.97,3.97
2020-06-22 04:00:00,1.64,0.45,2.39,3.88,2.55,0.44,1.97,2.99,3.55,3.49,3.49
2020-06-22 05:00:00,1.44,0.40,2.08,3.38,2.23,0.38,1.72,2.61,3.10,3.05,3.05
2020-06-22 06:00:00,1.28,0.35,1.86,3.03,1.99,0.34,1.53,2.33,2.77,2.73,2.73
2020-06-22 07:00:00,1.24,0.34,1.79,2.91,1.92,0.33,1.48,2.25,2.67,2.62,2.62
2020-06-22 08:00:00,1.38,0.38,2.00,3.24,2.14,0.37,1.65,2.50,2.97,2.92,2.92
2020-06-22 09:00:00,1.64,0.45,2.39,3.88,2.55,0.44,1.97,2.99,3.55,3.49,3.49
2020-06-22 10:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2020-06-22 11:00:00,1.54,0.42,2.23,3.63,2.39,0.41,1.84,2.80,3.32,3.27,3.27
2020-06-22 12:00:00,1.38,0.38,2.00,3.24,2.14,0.37,1.65,2.50,2.97,2.92,2.92
2020-06-22 13:00:00,1.21,0.33,1.75,2.85,1.88,0.32,1.44,2.20,2.61,2.57,2.57
2020-06-22 14:00:00,1.20,0.33,1.74,2.83,1.87,0.32,1.44,2.18,2.59,2.55,2.55
2020-06-22 15:00:00,1.34,0.37,1.94,3.15,2.07,0.36,1.60,2.43,2.88,2.84,2.84
2020-06-22 16:00:00,1.53,0.42,2.22,3.60,2.37,0.41,1.83,2.78,3.30,3.25,3.25
2020-06-22 17:00:00,1.64,0.45,2.38,3.86,2.54,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-22 18:00:00,1.58,0.44,2.29,3.73,2.46,0.42,1.89,2.88,3.41,3.36,3.36
2020-06-22 19:00:00,1.33,0.37,1.93,3.13,2.06,0.36,1.59,2.42,2.87,2.82,2.82
2020-06-22 20:00:00,0.98,0.27,1.42,2.30,1.52,0.26,1.17,1.78,2.11,2.08,2.08
2020-06-22 21:00:00,0.92,0.25,1.33,2.16,1.42,0.24,1.10,1.67,1.98,1.95,1.95
2020-06-22 22:00:00,1.04,0.29,1.51,2.45,1.62,0.28,1.25,1.89,2.25,2.21,2.21
2020-06-22 23:00:00,1.11,0.31,1.61,2.62,1.73,0.30,1.33,2.02,2.40,2.36,2.36
2020-06-23 00:00:00,1.65,0.45,2.39,3.88,2.56,0.44,1.97,2.99,3.55,3.50,3.50
2020-06-23 01:00:00,1.72,0.47,2.49,4.04,2.66,0.46,2.05,3.12,3.71,3.64,3.64
2020-06-23 02:00:00,1.53,0.42,2.22,3.61,2.38,0.41,1.83,2.78,3.31,3.25,3.25
2020-06-23 03:00:00,1.85,0.51,2.69,4.37,2.88,0.50,2.22,3.37,4.00,3.94,3.94
2020-06-23 04:00:00,1.62,0.45,2.35,3.82,2.51,0.43,1.94,2.94,3.50,3.44,3.44
2020-06-23 05:00:00,1.41,0.39,2.05,3.33,2.19,0.38,1.69,2.57,3.05,3.00,3.00
2020-06-23 06:00:00,1.26,0.35,1.83,2.98,1.96,0.34,1.51,2.30,2.73,2.68,2.68
2020-06-23 07:00:00,1.22,0.34,1.77,2.88,1.90,0.33,1.46,2.22,2.64,2.60,2.60
2020-06-23 08:00:00,1.39,0.38,2.01,3.27,2.16,0.37,1.66,2.52,3.00,2.95,2.95
2020-06-23 09:00:00,1.65,0.46,2.40,3.89,2.57,0.44,1.98,3.00,3.57,3.51,3.51
2020-06-23 10:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
2020-06-23 11:00:00,1.53,0.42,2.23,3.62,2.38,0.41,1.83,2.79,3.31,3.26,3.26
2020-06-23 12:00:00,1.37,0.38,1.99,3.23,2.13,0.37,1.64,2.50,2.96,2.91,2.91
2020-06-23 13:00:00,1.21,0.33,1.75,2.84,1.87,0.32,1.44,2.19,2.60,2.56,2.56
2020-06-23 14:00:00,1.20,0.33,1.74,2.83,1.86,0.32,1.43,2.18,2.59,2.55,2.55
2020-06-23 15:00:00,1.33,0.37,1.93,3.14,2.07,0.36,1.59,2.42,2.88,2.83,2.83
2020-06-23 16:00:00,1.53,0.42,2.22,3.60,2.37,0.41,1.83,2.78,3.30,3.24,3.24
2020-06-23 17:00:00,1.64,0.45,2.38,3.86,2.55,0.44,1.96,2.98,3.54,3.48,3.48
2020-06-23 18:00:00,1.58,0.44,2.30,3.73,2.46,0.42,1.89,2.88,3.42,3.36,3.36
2020-06-23 19:00:00,1.33,0.37,1.93,3.14,2.07,0.36,1.59,2.42,2.88,2.83,2.83
2020-06-23 20:00:00,0.98,0.27,1.43,2.32,1.53,0.26,1.17,1.79,2.12,2.09,2.09
2020-06-23 21:00:00,0.92,0.25,1.34,2.17,1.43,0.25,1.10,1.68,1.99,1.96,1.96
2020-06-23 22:00:00,1.05,0.29,1.52,2.47,1.63,0.28,1.25,1.90,2.26,2.22,2.22
2020-06-23 23:00:00,1.12,0.31,1.62,2.63,1.73,0.30,1.33,2.03,2.41,2.37,2.37
2020-06-24 00:00:00,1.64,0.45,2.38,3.87,2.55,0.44,1.96,2.99,3.55,3.49,3.49
2020-06-24 01:00:00,1.71,0.47,2.48,4.03,2.66,0.46,2.05,3.11,3.69,3.63,3.63
2020-06-24 02:00:00,1.52,0.42,2.21,3.59,2.37,0.41,1.82,2.77,3.29,3.24,3.24
2020-06-24 03:00:00,1.84,0.51,2.67,4.34,2.86,0.49,2.20,3.34,3.97,3.91,3.91
2020-06-24 04:00:00,1.59,0.44,2.31,3.76,2.48,0.43,1.91,2.90,3.44,3.39,3.39
2020-06-24 05:00:00,1.39,0.38,2.02,3.27,2.16,0.37,1.66,2.53,3.00,2.95,2.95
2020-06-24 06:00:00,1.24,0.34,1.80,2.93,1.93,0.33,1.49,2.26,2.69,2.64,2.64
2020-06-24 07:00:00,1.21,0.33,1.76,2.85,1.88,0.32,1.45,2.20,2.61,2.57,2.57
2020-06-24 08:00:00,1.40,0.39,2.03,3.30,2.17,0.37,1.67,2.55,3.02,2.97,2.97
2020-06-24 09:00:00,1.66,0.46,2.41,3.91,2.58,0.44,1.98,3.02,3.59,3.53,3.53
2020-06-24 10:00:00,1.67,0.46,2.42,3.93,2.59,0.45,1.99,3.03,3.60,3.54,3.54
